Timestamp	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	troubleshoot	software-upgrade	software-validation	anomaly-detection	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-other	env-virtual-network	env-server-automation	env-location	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-git	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	trend-tools-apstra	trend-tools-gluware	trend-tools-anuta-networks	feedback
11/15/16 5:31	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	Partially	Yes	"Ansible, NAPALM, Custom scripts (python ..)"	1 to 5 per week	Less than 1 per month	Custom scripts (python ..)			"Syslog, Custom scripts, Vendor specific tools, fastnetmon, ntopng, netflow, nfdump, ELK"	251-1000	"Cisco IOS, Cisco NX-OS, HPE"	"Datacenter, Campus/User Access, SP Backbone"	A lot	A little					A lot	"Vagrant, VMWare, Vendor provided solution"	Ansible	Europe	Thinking about it	Already in production		Thinking about it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Already in production		Thinking about it		Already in production	Already in production							
11/15/16 5:33	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	Rancid/Oxidized	Partially	Yes	"Ansible, NAPALM, Custom scripts (python ..)"	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Juniper"	Datacenter	A lot	A little						"Vagrant, Non-VMWare hypervisor, Homemade solution"	Ansible	North America	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	No interest	Already in production	No interest	No interest	No interest	Already in production	Already in production	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/15/16 5:34	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Vendor specific tools"	Partially	No	"Ansible, Chef, Puppet, Network vendor specific tools"	1 to 5 per month	Less than 1 per month			"Robot Framework / Behave, Custom scripts"		0-50	Arista Networks	Datacenter	A lot	A lot	None	A lot	None	A little		"Vagrant, VMWare, Ravello"	"Ansible, Chef, Puppet, Vendor Specific"	North America	Already in production	Currently evaluating it	Currently evaluating it	Already in production	Already in production	Already in production	Thinking about it	Already in production	Already in production	Already in production	No interest	Currently Evaluating it	Already in production	Currently Evaluating it	Already in production	No interest	No interest	No interest	No interest	
11/15/16 5:34			No		We haven't automated the generation or deployment of our configurations	More than 1 a day	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	Cisco IOS	Campus/User Access	A little					A little	A little	Vendor provided solution	Ansible	Europe	Thinking about it	Thinking about it		Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it			Thinking about it	Thinking about it	Thinking about it		Thinking about it					
11/15/16 5:47	"Configuration generation, Configuration deployment, Troubleshooting, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	"SaltStack, NAPALM"	More than 1 a day	More than 1 a day	"SaltStack, NAPALM"				251-1000	"Arista Networks, Cisco IOS, Cisco NX-OS, Juniper, Huawei, Pluribus Networks"	"Datacenter, Internet Peering, WAN"	A lot	None	None	None	None	A little			SaltStack	Europe	I don't know	Thinking about it	Thinking about it	Thinking about it	Already in production	I don't know	I don't know	No interest	No interest	No interest	Already in production	Already in production	Already in production	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	
11/15/16 5:50	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Software upgrade, Data Collection / Reporting"	Version control	Yes	No	"Ansible, Puppet"		1 to 5 per week	Ansible	"Ansible, Puppet"	"Ansible, Robot Framework / Behave, GitLab"		51-250	Cumulus Networks	"Datacenter, WAN"	A lot					A lot		Vagrant	"Ansible, Puppet"	North America	Already in production	Already in production		Currently evaluating it	Already in production	Currently evaluating it	I don't know	Already in production	No interest	Already in production	No interest	No interest	Already in production	Currently Evaluating it	Currently Evaluating it	I don't know	No interest	I don't know	I don't know	
11/15/16 5:56	Configuration archiving	Rancid/Oxidized	No	Yes	"Custom scripts (python ..), Trigger, Third Party Software"	Less than 1 per month	Not sure	"Trigger, Third Party Software"	"Trigger, Third Party Software"	"Trigger, Third Party Software"	"Trigger, Third Party Software"	0-50	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering"	A lot					A lot		"Vagrant, Docker or Containers, GNS3"	"Ansible, Juju"	Australia / Oceania / Pacific Islands	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it									Thinking about it				
11/15/16 5:58	"Configuration deployment, Configuration archiving, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized, Vendor specific tools"	Partially	Yes	"Ansible, Custom scripts (python ..), Network vendor specific tools, ERAMON, Rancid, Third Party Software"	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	"Custom scripts (python ..), Network vendor specific tools, ERAMON, Third Party Software"	Custom scripts	"Syslog, Custom scripts"	1001+	"Cisco IOS, Cisco NX-OS, Juniper, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	A little	None	None	A little	A little	"VMWare, Docker or Containers, Non-VMWare hypervisor, GNS3"	"Ansible, SaltStack, HPE Server Automation"	Europe	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	No interest	Currently Evaluating it	Thinking about it	Thinking about it	Currently Evaluating it	I don't know	Already in production	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	
11/15/16 6:06	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting"	Version control	No	Yes	"Ansible, NAPALM"	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	Ansible	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Juniper, Palo Alto Networks"	"Datacenter, Campus/User Access, Internet Peering, SP Backbone"	A little	None	None	None	None	A little	None	We are not using virtual network devices for training or qualification	"Ansible, Puppet"		Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	No interest	No interest	No interest	Already in production	Already in production	I don't know	Already in production	Thinking about it	I don't know	I don't know	I don't know	
11/15/16 6:11	"Configuration generation, Configuration deployment, Software upgrade, Data Collection / Reporting"	Version control	No	Yes	Custom scripts (python ..)	Not sure	Not sure	Vendor specific tools	Custom scripts (python ..)	Custom scripts	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Cisco NX-OS, Dell"	Datacenter	A lot							Homemade solution	Vendor Specific	Europe	Thinking about it	Thinking about it			Thinking about it					No interest										
11/15/16 6:25	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting"	"Version control, in-house developed tool"	Partially	Yes	"Ansible, Custom scripts (python ..), Controller"	1 to 5 per week	1 to 5 per month	"Ansible, Custom scripts (python ..)"	"Ansible, Custom scripts (python ..)"	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Juniper, Palo Alto Networks, Xirrus, Pulse Secure, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	A little	None	None	A little	None	"VMWare, Homemade solution"	"Ansible, in-house developed tool"	North America	Currently evaluating it	Thinking about it	No interest	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Already in production	No interest	No interest	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	Thinking about it	
11/15/16 6:41		"Version control, Rancid/Oxidized"	No	No	"Ansible, Puppet"	1 to 5 per month	Less than 1 per month		"Ansible, Puppet"			0-50	"Cisco IOS, Cisco NX-OS, Cumulus Networks"	Datacenter	A little						A lot	"Vagrant, Docker or Containers"	"Ansible, Puppet"	North America	Thinking about it	Thinking about it		Already in production	Currently evaluating it															
11/15/16 6:49	Configuration generation	We are not keeping track of that	No	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per month	Custom scripts (python ..)	We haven't automated software upgrades	We haven't automated software qualification		51-250	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, WAN"	A little							We are not using virtual network devices for training or qualification	"Vendor Specific, Microsoft SCCM"	North America	Thinking about it	Thinking about it						Thinking about it	Thinking about it			Thinking about it								
11/15/16 6:57	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade"	Version control	No	Yes	"Ansible, NAPALM"	1 to 5 per month	Less than 1 per month	"Ansible, SaltStack, NAPALM"	"Network vendor specific tools, Cisco Data Center Network Manager"	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS"	Datacenter	A lot	None	A little	None	None	A little	None	We are not using virtual network devices for training or qualification	"Ansible, Puppet"	North America	Currently evaluating it	Currently evaluating it	No interest	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Already in production	I don't know	Already in production	Currently Evaluating it	Already in production	Already in production	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/15/16 6:58	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting, Compliance Checks"	Solarwind NCM	No	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS, Cisco IOS XR"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A little	None	None	None	None	A lot	None	"GNS3, Vendor provided solution"	Puppet	North America	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it	Thinking about it	Thinking about it	Currently Evaluating it	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	
11/15/16 7:06	"Configuration generation, Configuration archiving, Software upgrade, Compliance Checks"	Version control	No	Yes	Ansible	More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	Solarwind NCM	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Arista Networks, Cisco IOS, Cisco NX-OS, Dell"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little							We are not using virtual network devices for training or qualification	"Ansible, Puppet, Microsoft SCCM"	Europe	Currently evaluating it	I don't know	I don't know	Thinking about it	I don't know	Thinking about it	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	Thinking about it	Already in production	I don't know	Currently Evaluating it	Currently Evaluating it	I don't know	I don't know	I don't know	
