Timestamp	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-virtual-network	env-server-automation	env-location	org-preference	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	software-upgrade	software-validation	anomaly-detection-sources	anomaly-detection-signal	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-health	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-tsdb	trend-tools-kentik	trend-tools-nso	trend-tools-git	trend-tools-network-verification	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	feedback
11/5/19 22:17	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Fortinet, A10"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot									We are not using virtual network devices for training or qualification	"Ansible, Puppet"	North America	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Data Collection / Reporting"	"Version control, Vendor specific tools, Infoblox NetMRI"	No	Yes	Ansible	More than 1 a day	1 to 5 per week	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, API"	Up/Down/Threshold alert	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"				Already in production	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	No interest	Already in production	I don't know	Already in production	Already in production						Already in production	Already in production	Already in production			Already in production			Currently Evaluating it		
11/5/19 23:25	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR"	"Datacenter, Campus/User Access"	A little	None	None	None	None	A little	A little	None	None	"VMWare, GNS3, Vendor provided solution (VIRL / Junosphere .. )"	Ansible	North America	use open source with support	"Configuration archiving, Data Collection / Reporting, Topology Mapping"	Vendor specific tools	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information"	Events correlation / rule engine	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	0-200	Learned on my own time	Currently evaluating it	Thinking about it	I don't know	Currently evaluating it	Already in production	I don't know	I don't know	I don't know	I don't know	Already in production	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently Evaluating it	Currently Evaluating it	I don't know	I don't know	Already in production	I don't know	I don't know	Already in production	I don't know	
11/6/19 0:06	251-1000	Nokia	Service Provider / Edge	A lot	None	A little	A little	None	A little	None	None	A little	"VMWare, Non-VMWare hypervisor (KVM et al.)"	Ansible	Europe	use open source without support	"Configuration generation, Configuration deployment, Troubleshooting, Data Collection / Reporting"	We are not keeping track of that	No	Yes	"Ansible, Flow"	1 to 5 per week	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog"	Up/Down/Threshold alert	1 to 2 years	Some of us learned on their own	1 to 2 years	201-1000	Learned on my own time	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Currently evaluating it	Already in production	Currently evaluating it	Already in production	No interest	No interest	No interest	No interest	Currently Evaluating it	Already in production	Currently Evaluating it	Already in production	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	
11/6/19 1:23	1001-5000	Cisco IOS/IOS XE	Campus/User Access	A lot	None	None	None	None	A little	None	None	None	"VMWare, Docker Compose, Kubernetes, Vendor provided solution (VIRL / Junosphere .. )"	Puppet	Europe	buy	"Day 0 Provisioning using a vendor solution, Configuration archiving, Data Collection / Reporting"	"Version control, FTP/SCP/TFTP, Rancid/Oxidized, Custom scripts using common libraries (netmiko/napalm)"	Yes	Yes	Custom scripts using common libraries (netmiko/napalm)	1 to 5 per month	Less than 1 per month	"Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	"Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	ICMP/PING	We haven’t automated the detection of anomaly	2 to 5 years	Some of us learned on their own	Less than 1 year	1001-4000	Learned on my own time	Thinking about it	Thinking about it	No interest	Already in production	Thinking about it	Thinking about it	Currently evaluating it	No interest	Currently evaluating it	Already in production	Thinking about it	No interest	No interest	No interest	Thinking about it	Thinking about it	No interest	No interest	Currently Evaluating it	I don't know	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	
11/6/19 4:09	0-50	Cisco IOS/IOS XE	"Campus/User Access, WAN"	A lot					A little		A little		"VMWare, GNS3, EVE-NG, Vendor provided solution (VIRL / Junosphere .. )"	Ansible	Europe	build internally	Configuration generation	Version control	Partially	Yes	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per month	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	Some of us took some network automation / programming training	1 to 2 years	0-200	Dedicated some time per week at work	Thinking about it	Thinking about it	No interest	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Currently Evaluating it	Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	Thinking about it	Already in production	Thinking about it	I don't know	Thinking about it	I don't know	
11/6/19 6:09	51-250	"Cisco IOS/IOS XE, Cisco NX-OS/ACI"	"Datacenter, Campus/User Access, Public Cloud"	A lot	A little	A little	None	None	A lot	None	None	None	"VMWare, vrnetlab, GNS3, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Microsoft SCCM"	Europe	buy	"Day 0 Provisioning using a vendor solution, Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade, Fault Remediation, Pre/Post Change Checks, Topology Mapping"	"Version control, Vendor specific tools"	Yes	Yes	"Ansible, NSO (Tail-F), Controller (ODL/DNAC/NSX/OpenContrail...)"	1 to 5 per week	1 to 5 per month	Network vendor specific tools	"Ansible, NSO (Tail-F), Network vendor specific tools"	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information, Streaming Telemetry"	"Up/Down/Threshold alert, Events correlation / rule engine, Events correlation using AI/ML, Proactive monitoring data analysis using AI/ML"	2 to 5 years	We engaged a consulting firm to help get started	1 to 2 years	More than 4000	Dedicated some time per week at work	Currently evaluating it	Already in production	Already in production	Currently evaluating it	Thinking about it	Currently evaluating it	Already in production	Already in production	Thinking about it	Already in production	Already in production	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	
11/6/19 8:24	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Huawei"	"Datacenter, Internet Peering, WAN, Service Provider / Edge, Public Cloud"	A lot	None				A lot				"OpenStack, Docker Compose, Kubernetes"	Ansible	Africa	"no prefered approach, varies on case by case"	"Configuration deployment, Software qualification, Troubleshooting, Pre/Post Change Checks"	"Rancid/Oxidized, Low level custom scripts (Python paramiko/socket), Solarwind NCM"	Partially	Yes	Ansible		1 to 5 per month	"Ansible, Solarwind NCM"	"Ansible, Low level custom scripts (Python paramiko/socket)"	"ICMP/PING, Other active probes (IP SLA/RPM), Syslog, sFlow/Netflow, API"	"Up/Down/Threshold alert, Proactive monitoring data analysis using AI/ML"	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	0-200	Learned on my own time	No interest	No interest	No interest	No interest	Thinking about it						I don't know											I don't know					
11/6/19 10:16	0-50	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Dell/EMC, HPE/Aruba, VMWare"	"Datacenter, Campus/User Access, Internet Peering, Public Cloud"	A little	None	None	A little	None	None	None	A lot	None	"VMWare, GNS3"	"Microsoft SCCM, PowerShell"	North America	use open source without support	"Configuration archiving, Data Collection / Reporting"	Solarwind NCM	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own				Thinking about it	Currently evaluating it	I don't know	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Currently evaluating it	I don't know	Already in production	Currently Evaluating it	No interest	No interest	No interest	No interest	No interest	Already in production	Already in production	No interest	No interest	No interest	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/6/19 10:39	10001-50000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, Ciena"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little					A little			A lot	GNS3	Home grown	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Pre/Post Change Checks"	Version control	Partially	Yes	Custom scripts using common libraries (netmiko/napalm)	More than 1 a day	1 to 5 per week	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	1001-4000	Attended formal training	Thinking about it	Currently evaluating it	I don't know	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	I don't know	Already in production	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	Already in production	I don't know	Already in production	Thinking about it	Thinking about it	Currently Evaluating it	I don't know	"We've partially automated with home-grown tools and a lot of PERL.  I'm a network/DevOps engineer trying to learn more about network automation because at some point, our ability to support older automations built in house will fade and become a problem as people move on.  "
11/7/19 0:59	51-250	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, HPE/Aruba, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	None	None	None	None	None	A little	None	VMWare	We don't have automation for servers	Europe	"no prefered approach, varies on case by case"	Configuration archiving	Rancid/Oxidized	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	Not sure	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, External probes (pingmesh), SNMP, Syslog, Routing Information"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own	More than 5 years			No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	Thinking about it		No interest	No interest	No interest	No interest	No interest	Thinking about it	No interest	No interest	No interest	No interest	Thinking about it	No interest	No interest	No interest	No interest	
11/7/19 1:22	251-1000	"Cisco IOS/IOS XE, Cisco IOS XR"	"WAN, Service Provider / Edge"	A lot									Docker Compose	Ansible	Europe	use open source without support	"Configuration generation, Configuration deployment, Compliance Checks"	We are not keeping track of that	No	Yes	"Ansible, Nornir, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per month	Not sure	We haven't automated software upgrades	We haven’t automated software qualification	Syslog	We haven’t automated the detection of anomaly	Less than 1 year	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s)"	Less than 1 year	0-200	Dedicated some time per week at work	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	No interest	I don't know	Currently evaluating it	Thinking about it	Thinking about it	Currently Evaluating it	No interest	No interest	I don't know	No interest	Currently Evaluating it	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently Evaluating it	Already in production	I don't know	No interest	Thinking about it	I don't know	
